Name;TextBody;Subject;Priority;AGR_Extra_Information_Root_Cause__c;AGR_Type_of_Complaint__c;AGR_Reason_for_Complaint__c;AGR_Root_Cause__c;ParentId;lang;Complaint
1;Hello Evelyn, good day! Could you please send us the updated overview for BRF orders?;BRF overview;Normal;;;;;500QD00000FG5CxYAL;en;False
1;Hi Sean, Please find the requested information below: Current stock finished products: 9 pallets Next possible production: week 24 Let me know if you need any further information.;MPW Tater Tots;Normal;;;;;500QD00000FG7hjYAD;en;False
1;Ok pour moi, merci de me confirmer la commande au 19/06 svp Cordialement /;CDE 24001846 / CENTRALE ETHNIQUE;Urgent;;;;;500QD00000FBEdOYAX;en;False
1;Hello Shirley, Since the order is going to France there are no customs. Thank you and;RE: White Toque Canada : Purchase Order #PO0052503 - Delivery Seafrigo;Normal;;;;;500QD00000FF3Y2YAL;en;False
1;"[Inline image URL : https://agristo.file.force.com/sfc/dist/version/renditionDownload?rendition=ORIGINAL_Png&versionId=068QD000003ZWL7&operationContext=DELIVERY&contentId=05TQD000004VmT3&page=0&d=/a/QD000000i75p/mBqmUTdidPGO_AlNUDe0j0v2oqxyHAXf4bJ4LtEAAr0&oid=00D7Q0000091K0D&dpt=null&viewId=?] Service Agristo nv Ridder de Ghellinckstraat 9 8710 Wielsbeke Belgium --------------- Original Message --------------- From: Oh Sung Keum [ohsung.keum@brf.com] Sent: 28/05/2024 11:39 To: moustafa.dessouki@agristo.com; service@agristo.com Cc: diogo.feix@brf.com Subject: RE: Freight Rates / Transit Time Hi Moustafa, That’s great, thanks for the feedback. @Evelyn.Declercq, need your support to provide some additional docs requested by BRF finance. For each raised Debit Note, we need the evidence of the Surcharge amount charged by the liners. We need this proper evidence otherwise it will create an internal audit point, this is a headache for everyone involved. Please consider this request on top priority because we have to close this ASAP.";RE: Freight Rates / Transit Time;Normal;;;;;500QD00000Dnuw5YAB;en;False
1;Bonjour, Je viens de faire une modification sur la commande. Cordialement. Thomas VAZEL Approvisionneur SURGELES thomas.vazel@systeme-u.fr<mailto:thomas.vazel@systeme-u.fr> Tél : (+33) 04 67 87 89 44 [https://lh3.googleusercontent.com/FstRa2fpxkH-D3_EtIqAcJeNwrLc1P_d-PmL-UUE1SifzvLHmUGQlHlL7OnDIBd5wbzYVn61HVUbrRnWS1upmT7pOIY_eAn2QKRKCN4VXlpPl87FOgnLuLrOPaMr0lUY_1TF_pq8] Coopérative U Enseigne Etablissement SUD Chemin de bannières Route de Jacou 34740 VENDARGUES [https://lh6.googleusercontent.com/kkDCfPqt7D6htd4GPwIOacGxtpRqJYfke4gJbtLq1bYHctixd1w4xqfz2gRIzFmjkTyf7QP80c4rhPyhaT4A7VDa9LNkXlbFF3X1F8-TwCH1rE6Woi9cSVIENnJRBCFqw-622Lsy] Le mar. 28 mai 2024 à 14:04, Agristo Service <service@agristo.com<mailto:service@agristo.com>> a écrit : Bonjour, Nous sommes en rupture de stock pour FRITES RUSTIQUES FOUR U ST KG (1PAL). Votre commande sera charger le jeudi 30/05. Voudriez vous ajouter une autre article? [image] Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46;07710132/459888 FRITES RUSTIQUES FOUR U ST KG;Normal;;;;;500QD00000FG0fBYAT;en;False
1;Bonjour, Nous sommes en rupture de stock pour FRITES RUSTIQUES FOUR U ST KG (1PAL). Votre commande sera charger le jeudi 30/05. Voudriez vous ajouter une autre article? Staf Vantieghem Customer Service Officer Agristo nv P +32 56 14 17 46;07710132/459888 FRITES RUSTIQUES FOUR U ST KG;Normal;;;;;500QD00000FG0fBYAT;fr;False
1;Hello Dear, this order was updated ? [image.png] Could you please confirm the loading date of this order?;Re: WORLD FOOD BUSINESS/AG2833 - vessel-info;Normal;;;;;500QD00000FG7eYYAT;en;False
1;Dear Anh, We are supposed to set up an emergency contact in our system for MM Mega Market. Could you give me contact details of someone for this please? Thank you in advance!;Emergency contact MM Mega Market;Normal;;;;;500QD00000FGBOhYAP;en;False
1;Hi, OK confirmed.;Aldi 04/06 DEL Bolton;Normal;;;;;500QD00000FFvmwYAD;en;False
1;Dear Lisbeth , Please find below our new requirements for the month of Aug : PO will be shared soon . Please note that we would like to receive the booking confirmation at the earliest as its crucial to us that the ETA should meet our requested dates . SKU COMPONENT ORDER QUANTITY UOM Requested ETA AA5000383 AA French Fries 6X2Kg SO 2,016 CV 6/8/2024 AA5000383 AA French Fries 6X2Kg SO 2,016 CV 6/8/2024 AA5000383 AA French Fries 6X2Kg SO 2,016 CV 9/8/2024 AA202595 AA French Fries Crink 12x750g 864 CV 8/8/2024 AA202597 AA Potato Wedges 12x750g 528 CV 8/8/2024 AA202594 AA French Fries 10x1Kg 1,080 CV 8/8/2024 AA202594 AA French Fries 10x1Kg 240 CV 12/8/2024 AA202475 AlAin French Fries4*2.5KG Neth 2,280 CV 12/8/2024 Attached is updated tentative for 2024 Please acknowledge receipt of the order . Regards , Maitha Khaled [cid:Agthia-FTB-Logo_fe090281-fad2-4437-83b9-b37883e06363.png]<https://www.agthia.com/> . Maitha Khaled Import & Export Supervisor [cid:LinkedIn_c07fbf45-1597-4afd-bd39-1097354b5e62.png] <https://www.linkedin.com/company/agthia-group-pjsc> [cid:Instagram_4b21fa17-aa2a-4f15-a397-650ccc6ae1ab.png] <https://www.instagram.com/agthiagroup> [cid:Facebook_c3ea15f5-88cf-44de-9cdc-9698338fa6df.png] <https://www.facebook.com/agthiagroup> [cid:Twitter_99b734ac-4cc3-4539-9068-609151dd7605.png] <https://www.twitter.com/agthiagroup> <https://www.youtube.com/user/user_name_here> <https://www.pinterest.com/user_name_here> [cid:Mobile_a48bac42-77b8-42b2-a6bb-a5e4b943e42d.png] 971563584893<tel:971563584893> [cid:Email_849e0743-1298-4265-9dd1-1327dfa28778.png] maitha.khaled@agthia.com<mailto:maitha.khaled@agthia.com> [cid:Website_cb0d03e0-3eed-4c7d-b995-a4423163c2df.png] www.agthia.com<https://www.agthia.com/> [cid:agthia_strategy2025_a774fb22-dd2c-41ec-b511-0781a0578b02.png]<https://www.agthia.com/strategy2025/><https://www.agthia.com/>. DISCLAIMER: This communication may contain confidential information. If you are not the intended recipient it may be unlawful for you to read, copy, distribute, disclose or otherwise use the information contained within this communication. If you are not the intended recipient of this e-mail, please let the sender know immediately and delete this email from your records. Errors and Omissions may occur in the contents of this e-mail arising out of or in connection with data transmission, network malfunction or failure, machine or software error, malfunction, or operator error by the person who is sending the email. Agthia Group PJSC accepts no responsibility for any such errors or omissions. The information, views and comments within this communication are those of the individual and not necessarily those of Agthia Group PJSC.;NEW ORDER - AGRISTO AUG;Urgent;;;;;500QD00000FG5w1YAD;en;False
1;Thanks Jessie 😊 [cid:image001.png@01DAB0D6.ECE10230]<http://www.ardovlm.com/> Catherine Racette Customer Account Specialist 1675 rue Saint-Regis, Dollard-des-ormeaux, QC, H9B 3H7 T: (514) 426-4100 x. 312 | F: (514) 426-5977 Please note I am working from home. You may reach me on my office line, or on my cell: 438-828-1513 From: Agristo Service <service@agristo.com> Sent: Tuesday, May 28, 2024 2:52 AM To: Catherine Racette <Catherine.Racette@ardo.com> Cc: Eula Slomkowska <Eula.Slomkowska@ardo.com> Subject: RE: French Fries - Excalibur Heavy Batter: Orders to hold CAUTION: This email originated from outside of the organization. Do not click links or open attachments unless you recognize the sender and know the content is safe. Good morning Catherine Thank you for your email. These orders have been put on hold for now.;French Fries - Excalibur Heavy Batter: Orders to hold;Urgent;;;;;500QD00000FDUpLYAX;en;False
1;"Dear Sir Regarding the Website its under maintenance, we are developing new things, soon it will live our new website, Thanks, Thanks and Regards Indam Modern Towers LLC Rizwan Sales Department PB No. 155, Sultanate of Oman GSM & WhatsApp : +968 97588982 Website : www.indammodern.com<http://www.indammodern.com/> From: Moustafa Dessouki <Moustafa.Dessouki@agristo.com> Sent: Tuesday, May 28, 2024 2:52 PM To: sales@indammodern.com; Agristo Salesforce service <service@agristo.com> Cc: davy.bauwens@clover.be Subject: RE: PI First order 2546 Dear Rizwan, Why the website is blocked, this is not a good indication Can you please clarify";PI First orders;Normal;;;;;500QD00000EtzXhYAJ;en;False
1;Hi Marlies Aldi have pushed us again on roast potatoes and asked us to confirm a critical path with a shorter P&P timing to meet an instore date of below:- Delivery Date 02/09/24 On sale Date: 16/09/24 Can you confirm your latest FTP please? Was this the product we moved to Siva to resolve the slipping issue? Is Siva having a summer shutdown? Let me know as soon as possible please.;RE: Aldi Critical Path;Normal;;;;;500QD00000FG9zaYAD;en;False
1;Hi Beatriz Please let me know if the client experiences any issue and I will ask for proof with Remant. They are not able to take on the workload to provide a screenshot for each release, unfortunately. Thank you for understanding.;AG2706 - SHIPPING REQUEST;Normal;;;;;500QD00000ANytoYAD;en;False
1;Hi Sean, Ok, great to hear the MPW Tater Tots will sell more. I have forwarded your request to our demand planning team to see what's possible. I will get back to you. Have a nice evening!;MPW Tater Tots;Normal;;;;;500QD00000FG7hjYAD;en;False
1;Thanks Marlies – sorry we have had to pull strings so soon! We definitely aren’t going to be able to achieve an FTP of 28/6 but I will relay this information and see where we get to with this. Aldi have indicated that they would have to look at a revised launch and volumes if this was not achievable. Out of interest though – I can see we executed a fat-track printer amend for this product to move to Siva following some issues on the line (project attached). It may not change anything time-wise but just want to be sure we are all aligned in this respect.;RE: Aldi Critical Path;Normal;;;;;500QD00000FG9zaYAD;en;False
1;Hi Beatriz You're very welcome. Normally yes, I'm also keeping an eye on it!;AG2608 - SHIPPIN REQUEST;Normal;;;;;500QD000008f8xxYAA;en;False
1;Bonjour Agathe, Notre service de planification nous a informés que nous sommes en retard dans la produuction. Êtes-vous d'accord pour déplacer la commande ci-dessous pour le chargement mercredi ? Merci, Marlies Marlies De Ketele Technical Sales Officer Agristo nv P +32 56 54 09 63 --------------- Original Message ---------------;Findus Agristo Chargement 22 2024;Urgent;;;;;500QD00000FBcntYAD;fr;False
1;Hi Alicea Foreseen loading date is 13/6;Re: WORLD FOOD BUSINESS/AG2832 - vessel-info;Normal;;;;;500QD00000FG6vIYAT;en;False
1;﻿Hello, I’m on not at the office. Your mails are not being forwarded. Regards Pieter;Anforderung Artikeldaten;Normal;;;;;500QD00000FG7rPYAT;en;False
1;Hi Kerry-Ann, Please find draft EUR1 certificate enclosed for your approval.;Lydford / Agristo 315 / Draft EUR1;Normal;;;;;500QD00000FFhgkYAD;en;False
1;Gentilissima società, Sono Monica Garofoni e faccio parte dell'ufficio acquisti della Costruzioni Generali Italia Srl. Le faccio una breve presentazione aziendale. Amministriamo sul territorio nazionale diverse strutture come: mense, attività ricettive e ristorative, Pasticcerie e laboratori di panificazione, bar, tabacchi presso importanti strutture. Siamo presenti anche nella Pubblica Amministrazione e nel portale CONSIP, quindi vantiamo una solida esperienza e una consistente schiera di Partners. Non possiamo, quindi, non rivendicare la nostra posizione di leadership in Italia. Gradirei ricevere, con cortese sollecitudine, il catalogo dei Vs prodotti e il relativo listino prezzi. Vi prego di informarmi, successivamente, di eventuali soglie di acquisto in modo tale da raggiungere una maggiore scontistica. Desidererei conoscere, inoltre, condizioni commerciali, termini di consegna della merce, eventuali assicurazioni per il trasporto, schede tecniche per prodotto che intendiamo acquistare e se vi occupate dell'assistenza alla clientela. In attesa di un Vs riscontro, Vi porgo i miei più cordiali saluti. [X] Dr.ssa Monica Garofoni Ufficio acquisti Costruzioni generali italia Srl Sede legale: Via Cremona, 71 00161 Roma Sede operativa e uffici: Via Dell'orso, 68 20121 Milano Sede logistica e magazzino: Via Galileo Galilei, 5 00012 Guidonia P.iva: 09728511008;RICHIESTA CLIENTE DIREZIONALE;Medium;;;;;500QD00000FGDKSYA5;it;False
1;Good afternoon, Please find attached the updated orders for Nazareth. Amendments are highlighted in green Thank you;Agristo Nazareth Orders for Wisbech.xlsx;Low;;;;;500QD00000FFwzGYAT;en;False
1;I worked ugh was too busy! Thanks for that :) Sara Ghasemian Customer Service Officer UK P +447534412045 --------------- Original Message ---------------;26690818152 Swindon;Normal;;;;;500QD00000FGOKHYA5;en;False
