Name;TextBody;Subject;Priority;AGR_Extra_Information_Root_Cause__c;AGR_Type_of_Complaint__c;AGR_Reason_for_Complaint__c;AGR_Root_Cause__c;ParentId;lang;Complaint
1;Hi Michelle, Hope you are well. Consumer has reported a foreign object in the potato, which she believes is mouse’s tail, see complaint attached. Can you please investigate and respond with findings and corrective actions by 27/05/24, thanks. Regina Chan | Vendor Assurance Coordinator | Outsource Quality APAC Cell. 0487 122 583 Regina.Chan@simplot.com <mailto:Regina.Chan@simplot.com> A: Chifley Business Park, 2 Chifley Drive, Mentone, VIC 3194 Notice to Recipients: The information transmitted by this email (including hyperlinks and attachments, if any) is intended only for the person or entity to which it is addressed. This email may contain proprietary, business-confidential and/or legally privileged materials. If the recipient is a government employee, government entity or government contractor, be advised that the J.R. Simplot Company may consider this information private and business confidential and does not waive any applicable exemptions under a subsequent FOIA request or equivalent state-specific FOIA request. If you are not the intended recipient of this message, be aware that any use, review, retransmission, distribution, reproduction or any action taken in reliance upon this message is strictly prohibited. If you received this in error, please contact the sender and delete the material from all computers. PLEASE NOTE: This Simplot email and its attachments may contain proprietary and confidential material and may be subject to copyright or legal professional privilege. They are not subject to release under a Freedom of Information legislation request. If you receive this in error, please contact the sender immediately and kindly delete the email and do not use, copy or disclose it. All of this applies to any further emails in this email chain.;Complaint 00654411 - Foreign object;Normal;Leaf;Quality;Foreign body;Foreign body - Product Related;500QD00000FGP3RYAX;en;True
1;Hi Rachel, Thank you for bringing this matter to our attention. I have promptly registered it in our system under case number 28055. I am sorry to hear that your customer was not satisfied with the quality of this batch. The quality of our products is of utmost importance to us and we are committed to resolving this matter. Batch information: Lotcode : B02 24 099 12:32 Production day : 07/04/2024 As you know, all incoming potatoes are inspected for quality (including length). During the potato intake, the potatoes are graded. Also during the production process itself, the potatoes go over a grading plate. This is a metal plate with holes in it - depending on the lenght of the chips, they can travel over the plate, or fall through the holes in the plate (and are rejected). When the product comes out of the freezer and right before it is packed, it goes over a second grading plate. This allows us to meet the specifications which are set on lenght. In addition, every hour the packed product is sampled and tested for quality, including length and slivers. QC documents of these records are retained. Based on the batch code, I have conducted a thorough investigation into the quality documents for this specific batch. I see that at the time the product in question was packed, we were indeed very close to the maximum tolerance on short pieces (< 25 mm). This may indeed explain the feeling of your customer. I understand this is the third claim we have in a short period on the same product, but it has to be noted that this is another type of claim (lenght) than the two others we have recently received (product clumps). Nevertheless, viewing our excellent relationship, we are willing to compensate the 8 boxes of your customer. I have launched a credit note request in our system. It's important to note that there will always be variations in production throughout the year due to the inherent nature of potatoes as a natural product. From a technical standpoint, we always strive to offer you the best possible product. We apologize for any inconvenience that you may have suffered, but hope to have solved this complaint to your satisfaction. If you have any further concerns, please don't hesitate to contact me again.;FW: WP;Normal;NCP om 11:50 - niet voldoende geblokkeerd;Quality;Length;Agristo decision;500QD00000FGbz5YAD;en;True
1;Dear Hiroki san, Thank you for bringing this matter to our attention. I have promptly registered it in our system under case number 27861. We are sorry to hear that you received three complaints about round hash browns that are mixed together wit the teddy bears in a bag of Kobe Bussan bear smile potatoes. The quality of our products is of utmost importance to us and we are committed to resolving this matter. Please note that I have escalted this case to the quality department of the production plant (Nazareth). I will get back to you with the answer to your questions as soon as I have received feedback from our quality department. We sincerely apologize for this mistake and will make sure this is thoroughly investigated.;[Request for confirmation] Claim Report 396986　[597:Agristo(ヘ゛ルキ゛ー)];Normal;;Quality;Foreign body;Foreign body - Factory Related;500QD00000FFIaHYAX;en;True
1;Re-bonjour, Avec la photo c’est mieux.;Réclamation qualité Sysco France / Litige n° 24,2906 - 2629366;Normal;mes breuk geweest, NCP aangemaakt, product zou niet naar de klant kunnen gegaan zijn, op tijdstip van lot klacht, was alles ok.;Quality;Shape;Other conclusion;500QD00000DzjlkYAB;fr;True
1;Bonjour Marie-Clare, Malheureusement, il a été envoyé à la mauvaise adresse. Il sera désormais envoyé de Harelbeke à notre site de Wielsbeke (HQ). Je l'enverrai ensuite à Nazareth au responsable de la qualité. Comme il s'agissait de la production à Nazareth. Cordialement, Marlies Marlies De Ketele Technical Sales Officer Agristo nv P +32 56 54 09 63 --------------- Original Message ---------------;000200083931  - Incident sur le produit pommes duc;Normal;;Quality;Foreign body;Foreign body - Unknown;500QD00000EAtPnYAL;fr;True
1;Bonjour, nous n'avons toujours pas reçu cette pièce. Y a-t-il eu un problème ? Cordialement, Marlies De Ketele Technical Sales Officer Agristo nv P +32 56 54 09 63 --------------- Original Message ---------------;000200083931  - Incident sur le produit pommes duc;Normal;;Quality;Foreign body;Foreign body - Unknown;500QD00000EAtPnYAL;fr;True
1;Bonjour, Normalement vous avez reçu le corps étranger hier. Vous pouvez trouver la preuve de livraison en pièce jointe. Cordialement Marie-Claire MATTAR Ingénieur Qualité Produits Eau, sirop, boissons énergisantes et pommes de terre surgelées Tél : 01-49-87-64-28;000200083931  - Incident sur le produit pommes duc;Normal;;Quality;Foreign body;Foreign body - Unknown;500QD00000EAtPnYAL;fr;True
1;Dear Yuga san, Thank you very much for the additional information which you have shared. This is really helpful. Based on this extra information and after further review and investigation of myself and our packing department, we must, unfortunately, change our conclusion for this case. I have changed our answer to your questions on the document enclosed. If you need any further information, please do not hesitate to contact me. We sincerely apologize for any inconvenience this may have caused.;[Request for confirmation] Claim Report 396716　[597:Agristo(ヘ゛ルキ゛ー)]◆;Normal;Rugperforatie werd gebruikt;Packaging;Damaged packaging;Other conclusion;500QD00000FB9vYYAT;en;True
1;Bonjour, J'ai demandé plus d'infos en ce qui concerne le code lot auprès de Pomuni. Je reviens vers vous aussi vite que possible. Cdt, Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message ---------------;Réclamation n° 00907258 /  - Mineure;Normal;Zie onderzoek Pomuni;Quality;Organoleptic;Other conclusion;500QD00000F0VEWYA3;fr;True
1;HI Pieter Please see complaint and photos attached. Please can you put together an answer for me to send to the customer? Pieter, I am aware that this is a third complaint. Please let me know if I will be expecting any more or can you do extra quality checks on your packaged goods with these same batch codes? I feel as though we may get more. Many thanks;FW: WP;Normal;NCP om 11:50 - niet voldoende geblokkeerd;Quality;Length;Agristo decision;500QD00000FGbz5YAD;en;True
1;Dear Neviani san, Thank you for bringing this matter to our attention. I have promptly registered it in our system under case number 27780. We are sorry to hear that you received a carton of Maestro shoestring fries on a pallet of Kobe Bussan shoestring fries (your article 13869) on your order S20240110-076002. Of course, this should not have happened and we sincerely apologize for this inconvenience! It is difficult to find out how this has happened, but I believe this must have happened at the loading place of the goods. Please allow me to further investigate this. In reply to your questions: Ingredient list of the samples: Potatoes (97.2%), palm oil (2.7%), E450i (= SAPP = Sodium Acid Pyrophosphate - 0.1%) Production flow chart = enclosed Pro forma invoice (no commercial value) = enclosed If you need anything else I can help you with, please do not hesitate to contact me.;Report of Difference Item -  INV: 90591509;Normal;;Logistics;Pallet with mixed articles;No investigation done;500QD00000FE963YAD;en;True
1;Bonjour à tous, Merci pour les photos. Je constate qu'il ne s'agit que d'un code de lot: G33230712245. Par le fait que 299 sachets sont affectés, on aimerait avoir plus d'exemples pour déterminer la période concernée parce qu'on assume que plus de codes lot sont affectés. En plus, on aimerait avoir des photos qui font preuve de soudures ouvertes. Merci de les fournir. Cdt, Sarah Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message ---------------;TR: Reprise Colis - Heudebouville - Pommes de terre rissolées 1kg / Problème soudure;Normal;;Packaging;Bad sealing;No remarks during production / Packaging;500QD00000A1kw2YAB;fr;True
1;Beste, Kunnen jullie even nazien als er bij de run van onderstaande lotcode teveel zout werd bijgedoseerd. Mvg, Sarah Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message ---------------;Réclamation n° 00907258 /  - Mineure;Normal;Zie onderzoek Pomuni;Quality;Organoleptic;Other conclusion;500QD00000F0VEWYA3;fr;True
1;Dear, Further investigation was requested for complaint 00027861. Below you find relevant information of complaint. An investigator needs to be appointed. Overview Complaint: - Company name: KOBE BUSSAN CO. LTD- Reason for complaint: Foreign body-- Details for complaint: Mixed product-- Customer description: - Responsible party: Nazareth (P013) - AN1 Request from CX: Drie klachten over ronde hash browns die werden gevonden in een zak teddy's (art. 311332). Lotcode D01 23 181 16:16. Zou het mogelijk zijn mij te laten weten hoe dit is kunnen gebeuren, welk volume betrokken is en hoe we dit kunnen vermijden? Bedankt!CX Owner: Pieter LapierreLink to complaint: 00027861 Thanks for taking up this further investigation.;[Request for confirmation] Claim Report 396986　[597:Agristo(ヘ゛ルキ゛ー)];Normal;;Quality;Foreign body;Foreign body - Factory Related;500QD00000FFIaHYAX;en;True
1;Dear Agristo TILBURG, Our system shows that your SMETA Certification Expiration Date has expired. Please send updated certification to QualityAssuranceStaff@kbseafoodco.com.au Appreciate your assistance, KB Seafood Co. Quality Assurance Team KB SEAFOOD COMPANY 23 Catalano Road, Canning Vale WA 6155 P +61 8 9455 8500 | E QualityAssuranceStaff@kbseafoodco.com.au | W www.kbseafoodco.com.au __________________________________________________________________________ Form ID: 747 Division: KB Seafood Co Org. Area: Whole Division Please do not reply to this email DISCLAIMER: This message contains privileged and confidential information. If you are not the intended recipient you must not disseminate, copy or take any action in reliance on it, and we request that you notify KB Seafood Co immediately on +61 (8) 9455 8500 or by e-mail to info@kbseafoodco.com.au Any views expressed in this message are those of the individual sender. KB Seafood Co does not represent that this message or any attached files are free from computer viruses.;Reminder Updated Documents Required - Agristo TILBURG;Normal;;Quality;Irrelevant;;500QD00000FGrR8YAL;en;True
1;Bonjour Quentin, Merci Pour le photo. Ce lot a été produit le 01/11/2023 a 20h40. A ce moment, nous n'avons pas eu de problèmes. Selon nos rapport QC, les frites n'étaient pas trop épaisses et nous n'avons pas constaté de problèmes de cuisson. Nous pensons que cette réclamation peut ne concerner que quelques sacs et n'est pas représentatif de l'ensemble du lot. Nous nous excusons en n'hésitez pas à mes contacter si vous voulez des plus amples renseignements, Cordialement, Kathleen Samyn Technical Sales Agristo nv P +32 56 54 09 44 --------------- Original Message ---------------;Réclamation qualité Sysco France / Litige n° 24,2906 - 2629366;Normal;mes breuk geweest, NCP aangemaakt, product zou niet naar de klant kunnen gegaan zijn, op tijdstip van lot klacht, was alles ok.;Quality;Shape;Other conclusion;500QD00000DzjlkYAB;fr;True
1;Bonjour à tous, Apparemment, on n'a pas encore reçu la pièce metalique. Merci de l'envoyer, si non, merci de m'informer. Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Original Message ---------------;Réclamation n° 00861308 / Critique;Normal;;Quality;Foreign body;;500QD00000C5ukKYAR;fr;True
1;Dag Eva, Bedankt voor de uitgebreide analyse. Kan je me juist even doorgeven van wanneer tot wanneer de implicatie is en van welke lotcode tot welke lotcode dit gaat? Groetjes! Sarah Sarah Detailleur Customer Experience Officer Agristo nv P +32 56 54 11 65 M + 0498 74 13 14 --------------- Forwarded Message --------------- From: Eva Melsen | Pomuni [eva.melsen@pomuni.com] Sent: 31/05/2024 11:57 To: claims@agristo.com Cc: dgquality.frozen@pomuni.com Subject: RE: Réclamation n° 00907258 / - Mineure Dag Sarah We hebben deze klacht intern onderzocht en er was inderdaad iets fout gelopen in de vrijgave van de lijn op maandagochtend, waarbij een aantal kilogram voedingszout bij in de eerst geproduceerde bulkkist was terechtgekomen (vanwege de spoeling met voedingszout in het weekend). In bijlage kan je ons antwoord en bijhorende actie terugvinden. Mvg Eva Met Vriendelijke Groeten, Sincères Salutations,;Réclamation n° 00907258 /  - Mineure;Normal;Zie onderzoek Pomuni;Quality;Organoleptic;Other conclusion;500QD00000F0VEWYA3;en;True
1;HI Pieter Again, thank you for coming back so quickly. I am sorry to keep raising these ,but I need to show our customers or the end user pubs and restaurants that we have taken their concern seriously. That is kind to offer a refund on the 8 cases. I do appreciate all your help on these matters.;FW: WP;Normal;NCP om 11:50 - niet voldoende geblokkeerd;Quality;Length;Agristo decision;500QD00000FGbz5YAD;en;True
1;Hello team, Good day! Find below a new complaint from the client BRF. The consumer reported that he found a foreign body that looked like a hairball, he was very disgusted and ashamed to have been served the potato like that, and it was the first time he had bought the product, the unit where the foreign body was was discarded. SKU Product description 000000000000674238 BATATA PALITO PRE-FRITA CONG SD 1,05KG Production date Due date 15/05/2023 07/08/2024 Lot code SIF G10 23 135 15:39 PARC - 293 PARC AGRISTO [cid:image002.png@01DAB126.EFDFDBF0] Await your comments, thank you!;BRF Claim - Protocolo 2929283;Normal;;Quality;Foreign body;Foreign body - Product Related;500QD00000FHRMaYAP;en;True
1;Beste klant, Bedankt om ons te informeren over het onderstaande probleem. Uw klacht is in ons systeem geregistreerd als ticket: 00028083. Om de communicatie soepel te laten verlopen, verzoeken we u om deze e-mailthread te gebruiken bij verdere correspondatie over dit onderwerp. Met vriendelijke groet,Agristo Claims Teamthread::MtptAl1sExayvczU4KUDh3Q::Agristo Claims Team............................................................................................... Ridder de Ghellinckstraat 9, B-8710 Wielsbeke, Belgiumclaims@agristo.com www.agristo.com;BRF Claim - Protocolo 2929283;Normal;;Quality;Foreign body;Foreign body - Product Related;500QD00000FHRMaYAP;nl;True
1;Good day, Marie! This relates to the order 80/24.;LAR claim - package problem;Normal;;Packaging;Wrong box;No investigation done;500QD00000Ei83ZYAR;en;True
1;Hello team, Good day! Find below a new complaint from the client BRF. A consumer contacted they about a welding fault on the product packaging. SKU Product Description 000000000000677510 BATATA PALITO PRE-FRITA CONG SD FS 2KG Production date Due Date 04/12/2023 26/02/2025 Lot code SIF C04 23 339 03:41 PARC - 293 PARC AGRISTO [cid:image001.png@01DAB127.F6040370] [cid:image004.png@01DAB127.F6040370] Await your comments, thank you!;BRF Claim - Protocolo 2922915;Normal;;Packaging;Bad sealing;No investigation done;500QD00000FHdXOYA1;en;True
1;Beste klant, Bedankt om ons te informeren over het onderstaande probleem. Uw klacht is in ons systeem geregistreerd als ticket: 00028084. Om de communicatie soepel te laten verlopen, verzoeken we u om deze e-mailthread te gebruiken bij verdere correspondatie over dit onderwerp. Met vriendelijke groet,Agristo Claims Teamthread::o75KMnH3EdKJtiCUaKmSznQ::Agristo Claims Team............................................................................................... Ridder de Ghellinckstraat 9, B-8710 Wielsbeke, Belgiumclaims@agristo.com www.agristo.com;BRF Claim - Protocolo 2922915;Normal;;Packaging;Bad sealing;No investigation done;500QD00000FHdXOYA1;nl;True
1;"Dear Pieter Lapierre san, Thank you for your reply. I have already checked the contents of the report. We need to identify the range of this issue, so please let us know the expiration date, invoice number, and quantity of the product(s) experiencing the same issue. Yuga From: Agristo Claims <claims@agristo.com> Sent: Wednesday, May 29, 2024 12:17 AM To: quality-improvement(kobebussan) <quality-improvement@kobebussan.co.jp> Cc: Neviani Ilaria(kobebussan) <neviani@kobebussan.co.jp>; Atsushi Karita(kobebussan) <karita@kobebussan.co.jp>; Noriyoshi Miki(kobebussan) <miki@kobebussan.co.jp>; Kenji Inada(kobebussan) <k.inada@kobebussan.co.jp>; Makoto Nakahara(kobebussan) <nakahara@kobebussan.co.jp>; line.cabbeke@agristo.com; Takuya Sakai(kobebussan) <sakai@kobebussan.co.jp> Subject: RE: [Request for confirmation] Claim Report 396716 [597:Agristo(ヘ゛ルキ゛ー)]◆ Dear Yuga san, Thank you very much for the additional information which you have shared. This is really helpful. Based on this extra information and after further review and investigation of myself and our packing department, we must, unfortunately, change our conclusion for this case. I have changed our answer to your questions on the document enclosed. If you need any further information, please do not hesitate to contact me. We sincerely apologize for any inconvenience this may have caused.";[Request for confirmation] Claim Report 396716　[597:Agristo(ヘ゛ルキ゛ー)]◆;Normal;Rugperforatie werd gebruikt;Packaging;Damaged packaging;Other conclusion;500QD00000FB9vYYAT;en;True
